KEYID,PKTYPE,PKTYPE1,PKID,ZONE,PKROAD,x_cen_84,y_cen_84
682936,01,小型車,8,07,西園路一段,121.500051682,25.041055146
682937,01,小型車,9,07,西園路一段,121.500037060,25.041001899
682966,01,小型車,,07,西園路二段140巷,121.495907614,25.030526856
682967,02,機車,,07,西園路二段140巷,121.495779143,25.030666678
682968,02,機車,,07,西園路二段140巷,121.495772714,25.030673548
682969,02,機車,,07,西園路二段140巷,121.495799512,25.030644759
682970,02,機車,,07,西園路二段140巷,121.495793083,25.030651629
682971,01,小型車,,07,西園路二段140巷,121.495832468,25.030609370
682972,01,小型車,,07,西園路二段140巷,121.495871102,25.030568752
683202,02,,,07,西園路2段281巷,121.492374527,25.023991501
683203,02,,,07,西園路2段281巷,121.492369677,25.023999374
683204,02,,,07,西園路2段281巷,121.492359976,25.024015118
683205,02,,,07,西園路2段281巷,121.492364827,25.024007246
683206,02,,,07,西園路2段281巷,121.492355126,25.024022991
683207,02,,,07,西園路2段281巷,121.492350275,25.024030863
683208,14,警用機車,,07,昆明街,121.503760907,25.037871124
683209,14,警用機車,,07,昆明街,121.503759225,25.037862971
683210,14,警用機車,,07,昆明街,121.503754178,25.037838512
683211,14,警用機車,,07,昆明街,121.503747448,25.037805899
683212,14,警用機車,,07,昆明街,121.503755860,25.037846665
683213,14,警用機車,,07,昆明街,121.503752495,25.037830359
683214,14,警用機車,,07,昆明街,121.503757543,25.037854818
683215,14,警用機車,,07,昆明街,121.503764273,25.037887430
683216,14,警用機車,,07,昆明街,121.503765955,25.037895584
683217,14,警用機車,,07,昆明街,121.503750813,25.037822205
683218,14,警用機車,,07,昆明街,121.503762590,25.037879277
683219,14,警用機車,,07,昆明街,121.503749130,25.037814052
683220,14,警用機車,,07,昆明街,121.503737025,25.037757245
683221,14,警用機車,,07,昆明街,121.503738707,25.037765398
683222,14,警用機車,,07,昆明街,121.503743755,25.037789858
683223,14,警用機車,,07,昆明街,121.503745437,25.037798011
683224,14,警用機車,,07,昆明街,121.503742072,25.037781705
683225,14,警用機車,,07,昆明街,121.503740389,25.037773552
683349,02,,,07,大理街160巷20弄,121.495081167,25.032936780
683350,02,,,07,大理街160巷20弄,121.495079602,25.032929946
683351,02,,,07,大理街160巷20弄,121.494940664,25.033015927
683352,02,,,07,大理街160巷20弄,121.494933115,25.033017121
683353,02,,,07,大理街160巷20弄,121.494948081,25.033014699
683357,02,,,07,青年路,121.502870685,25.020993237
683358,02,,,07,青年路,121.502864171,25.020997811
683359,02,機車,,07,青年路,121.502857657,25.021002384
683356,01,小型車,52,07,青年路,121.502793922,25.021048486
683355,01,小型車,51,07,青年路,121.502835015,25.021018896
683361,01,小型車,50,07,青年路,121.502912100,25.020964042
683473,02,機車,,07,西園路一段,121.499812056,25.039577259
683474,02,機車,,07,西園路一段,121.499811324,25.039561862
683475,02,機車,,07,西園路一段,121.499810958,25.039554163
683476,02,機車,,07,西園路一段,121.499810592,25.039546464
683477,02,機車,,07,西園路一段,121.499812088,25.039585058
683478,02,機車,,07,西園路一段,121.499811690,25.039569560
683480,01,小型車,50,07,環河南路二段,121.493574996,25.034646062
683481,01,小型車,48,07,環河南路二段,121.493515630,25.034578125
800495,02,,,,,121.496077323,25.027476371
683793,02,機車,,07,莒光路,121.498569864,25.031197896
683795,02,機車,,07,莒光路,121.498579768,25.031198181
683799,02,機車,,07,莒光路,121.498676295,25.031202361
683800,02,機車,,07,莒光路,121.498686199,25.031202646
683801,02,機車,,07,寶興街,121.495287959,25.023800775
683802,02,機車,,07,寶興街,121.495280165,25.023817376
683803,02,機車,,07,寶興街,121.495295759,25.023784180
683804,02,機車,,07,寶興街,121.495284062,25.023809076
683805,02,機車,,07,寶興街,121.495276269,25.023825677
683806,02,機車,,07,寶興街,121.495291857,25.023792479
683807,02,機車,,07,寶興街,121.495303561,25.023767583
683808,02,機車,,07,寶興街,121.495299660,25.023775881
683809,02,機車,,07,寶興街,121.495307463,25.023759284
683810,02,機車,,07,德昌街,121.495249678,25.023650904
683811,02,機車,,07,德昌街,121.495259538,25.023651798
683812,02,,,07,環河南路二段,121.492232467,25.033127848
683813,02,,,07,環河南路二段,121.492243412,25.033140235
683814,02,,,07,環河南路二段,121.492237940,25.033134042
683815,02,,,07,環河南路二段,121.492226995,25.033121654
683816,02,,,07,環河南路二段,121.492248884,25.033146429
683817,02,,,07,環河南路二段,121.492221730,25.033115900
683818,01,小型車,32,07,環河南路二段,121.492283937,25.033185305
800496,02,,,,,121.496068499,25.027477892
684119,01,機車,10,07,長順街60巷,121.488613532,25.031512441
684120,01,小型車,12,07,長順街60巷,121.488597627,25.031423925
684123,04,身心障礙專用(機,,07,內江街,121.501427189,25.041712400
684122,01,小型車,11,07,長順街60巷,121.488605810,25.031468232
684121,01,小型車,13,07,長順街60巷,121.488590417,25.031380316
684139,02,機車,,07,環河南路二段250巷,121.491257483,25.033530221
684140,02,機車,,07,環河南路二段250巷,121.491292775,25.033510988
684141,02,機車,,07,環河南路二段250巷,121.491285717,25.033514835
684142,02,機車,,07,環河南路二段250巷,121.491271600,25.033522528
684143,02,機車,,07,環河南路二段250巷,121.491264541,25.033526374
684144,02,機車,,07,環河南路二段250巷,121.491278658,25.033518682
684444,02,機車,,07,大理街160巷21弄,121.493083994,25.032717029
684445,02,機車,,07,大理街160巷21弄,121.493092864,25.032713416
684446,02,機車,,07,大理街160巷21弄,121.493101339,25.032709963
684447,02,機車,,07,大理街160巷21弄,121.493110209,25.032706350
684448,02,機車,,07,大理街160巷21弄,121.493136030,25.032695830
684449,02,機車,,07,大理街160巷21弄,121.493118685,25.032702897
684450,02,機車,,07,大理街160巷21弄,121.493127555,25.032699283
684451,02,機車,,07,大理街160巷21弄,121.493144901,25.032692217
684452,02,機車,,07,大理街160巷21弄,121.493369103,25.032602060
684453,02,機車,,07,大理街160巷21弄,121.493377599,25.032598649
684454,02,機車,,07,大理街160巷21弄,121.493412023,25.032584829
684455,02,機車,,07,大理街160巷21弄,121.493420915,25.032581260
684456,02,機車,,07,大理街160巷21弄,121.493438302,25.032574280
684457,02,機車,,07,大理街160巷21弄,121.493429411,25.032577849
684458,02,機車,,07,大理街160巷21弄,121.493342824,25.032612610
684459,02,機車,,07,大理街160巷21弄,121.493351716,25.032609040
684460,02,機車,,07,大理街160巷21弄,121.493394987,25.032591669
684461,02,機車,,07,大理街160巷21弄,121.493386492,25.032595079
684462,02,機車,,07,大理街160巷21弄,121.493360212,25.032605629
684463,02,機車,,07,大理街160巷21弄,121.493403878,25.032588099
684464,02,機車,,07,大理街160巷21弄,121.493464186,25.032563888
684465,02,機車,,07,大理街160巷21弄,121.493446799,25.032570869
684466,02,機車,,07,大理街160巷21弄,121.493455690,25.032567300
684467,02,機車,,07,大理街160巷21弄,121.493473077,25.032560319
684468,02,機車,,07,大理街160巷21弄,121.493490007,25.032553369
684469,02,機車,,07,大理街160巷21弄,121.493481511,25.032556780
684470,02,機車,,07,大理街160巷21弄,121.493498898,25.032549800
684471,02,機車,,07,大理街160巷21弄,121.493170819,25.032681658
684485,02,機車,,07,大理街160巷21弄,121.493153828,25.032688191
684473,02,機車,,07,大理街160巷21弄,121.493179689,25.032678044
684474,02,機車,,07,大理街160巷21弄,121.493197035,25.032670978
684475,02,機車,,07,大理街160巷21弄,121.493222856,25.032660458
684476,02,機車,,07,大理街160巷21弄,121.493205510,25.032667525
684477,02,機車,,07,大理街160巷21弄,121.493214380,25.032663911
684478,02,機車,,07,大理街160巷21弄,121.493188164,25.032674591
684479,02,機車,,07,大理街160巷21弄,121.493231726,25.032656845
684480,02,機車,,07,大理街160巷21弄,121.493239851,25.032653535
684481,02,機車,,07,大理街160巷21弄,121.493248721,25.032649921
684482,02,機車,,07,大理街160巷21弄,121.493266066,25.032642855
684483,02,機車,,07,大理街160巷21弄,121.493291888,25.032632335
684484,02,機車,,07,大理街160巷21弄,121.493162378,25.032685056
684486,02,機車,,07,大理街160巷21弄,121.493257197,25.032646468
684487,02,機車,,07,大理街160巷21弄,121.493300758,25.032628722
684488,02,機車,,07,大理街160巷21弄,121.493309627,25.032625108
684489,02,機車,,07,大理街160巷21弄,121.493318498,25.032621495
684490,02,機車,,07,大理街160巷21弄,121.493533413,25.032537345
684491,02,機車,,07,大理街160巷21弄,121.493542282,25.032533732
684492,02,機車,,07,大理街160巷21弄,121.493576973,25.032519599
684495,02,機車,,07,大理街160巷21弄,121.493525287,25.032540656
684496,02,機車,,07,大理街160巷21弄,121.493559628,25.032526665
684497,02,機車,,07,大理街160巷21弄,121.493585449,25.032516146
684498,02,機車,,07,大理街160巷21弄,121.493568103,25.032523212
684499,02,機車,,07,大理街160巷21弄,121.493550758,25.032530279
684500,02,機車,,07,大理街160巷21弄,121.493594319,25.032512532
684502,02,機車,,07,大理街160巷19巷,121.493350800,25.033086965
684503,02,機車,,07,大理街160巷19巷,121.493359265,25.033083516
684504,02,機車,,07,大理街160巷19巷,121.493367943,25.033079981
684505,02,機車,,07,大理街160巷19巷,121.493376408,25.033076532
684506,02,機車,,07,大理街160巷19巷,121.493385086,25.033072997
684507,02,機車,,07,大理街160巷19巷,121.493402229,25.033066013
684508,02,機車,,07,大理街160巷19巷,121.493393551,25.033069548
684509,02,機車,,07,大理街160巷19巷,121.493410694,25.033062564
684510,02,機車,,07,大理街160巷19巷,121.493419160,25.033059115
684511,02,機車,,07,大理街160巷19巷,121.493436303,25.033052132
684512,02,機車,,07,大理街160巷19巷,121.493427625,25.033055666
684513,02,機車,,07,大理街160巷19巷,121.493444768,25.033048683
684514,02,機車,,07,大理街160巷19巷,121.493472675,25.033037931
684515,02,機車,,07,大理街160巷19巷,121.493463998,25.033041466
684517,02,機車,,07,大理街160巷19巷,121.493481141,25.033034482
684518,02,機車,,07,大理街160巷19巷,121.493515491,25.033020601
684519,02,機車,,07,大理街160巷19巷,121.493523957,25.033017152
684520,02,機車,,07,大理街160巷19巷,121.493541100,25.033010168
684521,02,機車,,07,大理街160巷19巷,121.493532423,25.033013703
684522,02,機車,,07,大理街160巷19巷,121.493507026,25.033024050
684523,02,機車,,07,大理街160巷19巷,121.493549565,25.033006720
684525,02,機車,,07,大理街160巷19巷,121.493595809,25.032987150
684526,02,機車,,07,大理街160巷19巷,121.493604274,25.032983701
684527,02,機車,,07,大理街160巷19巷,121.493621417,25.032976717
684528,02,機車,,07,大理街160巷19巷,121.493612740,25.032980252
684529,02,機車,,07,大理街160巷19巷,121.493587343,25.032990599
684530,02,機車,,07,大理街160巷19巷,121.493629883,25.032973269
684531,02,機車,,07,大理街160巷19巷,121.493696658,25.032947206
684532,02,機車,,07,大理街160巷19巷,121.493687981,25.032950741
684533,02,機車,,07,大理街160巷19巷,121.493705124,25.032943757
800497,02,,,,,121.496059674,25.027479413
800498,02,,,,,121.496050849,25.027480934
822110,03,,67,,,121.507438199,25.024496999
800499,02,,,,,121.496042024,25.027482455
685097,02,,,07,大理街160巷20弄,121.494566267,25.033075138
800500,02,,,,,121.496033199,25.027483976
800501,02,,,,,121.496024374,25.027485497
685425,02,機車,,07,環河南路二段250巷3弄,121.491160727,25.032762751
685426,02,機車,,07,環河南路二段250巷3弄,121.491135898,25.032711740
685427,02,機車,,07,環河南路二段250巷3弄,121.491145564,25.032732424
685428,02,機車,,07,環河南路二段250巷3弄,121.491156527,25.032754574
685429,02,機車,,07,環河南路二段250巷3弄,121.491152327,25.032746397
685430,02,機車,,07,環河南路二段250巷3弄,121.491132677,25.032704845
685423,02,機車,,07,環河南路三段,121.495048775,25.017023906
685431,02,機車,,07,環河南路二段250巷3弄,121.491139120,25.032718634
685432,02,機車,,07,環河南路二段250巷3弄,121.491142342,25.032725529
685433,02,機車,,07,環河南路二段250巷3弄,121.491148785,25.032739318
685434,02,機車,,07,環河南路二段250巷3弄,121.491129623,25.032698155
685435,02,機車,,07,環河南路二段250巷3弄,121.491126401,25.032691261
820106,02,,,,,121.511767878,25.024156010
685510,02,機車,,07,環河南路三段,121.492558366,25.020816391
685511,02,機車,,07,環河南路三段,121.492554657,25.020824683
685512,02,機車,,07,環河南路三段,121.492490842,25.020966187
685520,02,,,07,西藏路115巷8弄,121.502766753,25.028457094
685521,02,,,07,西藏路115巷8弄,121.502776250,25.028458648
685522,02,,,07,廣州街218巷,121.496827851,25.036590789
685523,02,,,07,廣州街218巷,121.496828074,25.036605554
685524,02,,,07,廣州街218巷,121.496827888,25.036598283
685525,02,,,07,廣州街218巷,121.496827694,25.036584199
685527,02,,,07,廣州街218巷,121.496824000,25.036436690
685528,02,,,07,廣州街218巷,121.496824162,25.036444182
685529,02,,,07,廣州街218巷,121.496827614,25.036576926
685531,02,,,07,廣州街218巷,121.496823515,25.036414214
685533,02,,,07,廣州街218巷,121.496823353,25.036406722
685534,02,,,07,廣州街218巷,121.496823838,25.036429198
685535,02,,,07,廣州街218巷,121.496823677,25.036421706
800502,02,,,,,121.496015549,25.027487017
800811,02,,,,,121.503979065,25.041513481
800503,02,,,,,121.496006724,25.027488538
800812,02,,,,,121.503988023,25.041512876
800504,02,,,,,121.495997899,25.027490059
800813,02,,,,,121.503996981,25.041512272
800766,02,,,,,121.502580556,25.041628903
800505,02,,,,,121.495989074,25.027491580
800814,02,,,,,121.504005940,25.041511667
800767,02,,,,,121.502589504,25.041628190
800506,02,,,,,121.495980249,25.027493101
685681,04,身心障礙專用(機,,07,昆明街,121.504410789,25.040640106
685776,02,,,07,長沙街二段,121.502570951,25.040453162
800507,02,,,,,121.495971424,25.027494622
800815,02,,,,,121.504175479,25.041498592
800508,02,,,,,121.495962599,25.027496143
820107,02,,,,,121.511776507,25.024153745
686229,02,,,07,環河南路二段,121.492538128,25.033479059
686230,02,,,07,環河南路二段,121.492543581,25.033485458
686227,02,,,07,環河南路二段,121.492549117,25.033491780
686231,02,,,07,環河南路二段,121.492554654,25.033498178
686228,02,,,07,環河南路二段,121.492560191,25.033504576
686226,02,,,07,環河南路二段,121.492565643,25.033510975
686232,07,貨車裝卸專用,42,07,環河南路二段,121.492624595,25.033575437
686302,02,機車,,07,萬大路199巷,121.499818661,25.029102746
686303,02,機車,,07,萬大路199巷,121.499818898,25.029111684
686305,02,機車,,07,萬大路199巷,121.499818977,25.029120711
686406,01,小型車,49,07,環河南路二段,121.489105293,25.029037922
800509,02,,,,,121.495953774,25.027497664
686684,04,,,07,長泰街,121.499905379,25.022935937
686685,04,,,07,長泰街,121.499919700,25.022948418
686686,02,,,07,長泰街,121.499936247,25.022961884
686687,02,,,07,長泰街,121.499930026,25.022956981
686688,02,,,07,長泰街,121.499879756,25.022913784
686690,02,,,07,長泰街,121.499855091,25.022893951
686691,02,,,07,長泰街,121.499885922,25.022918743
686692,02,,,07,長泰街,121.499830427,25.022874116
686693,02,,,07,長泰街,121.499867423,25.022903867
686694,02,,,07,長泰街,121.499836593,25.022879075
686695,02,,,07,長泰街,121.499861257,25.022898909
686696,02,,,07,長泰街,121.499848925,25.022888992
686699,02,,,07,長泰街,121.499873590,25.022908826
686701,02,,,07,長泰街,121.499842759,25.022884033
686703,02,,,07,長泰街,121.499995854,25.023013555
686704,02,,,07,長泰街,121.499947706,25.022972700
686705,02,,,07,長泰街,121.499971780,25.022993128
686706,02,,,07,長泰街,121.499959743,25.022982914
686707,02,,,07,長泰街,121.499953725,25.022977807
686708,02,,,07,長泰街,121.499989836,25.023008448
686709,02,,,07,長泰街,121.499965762,25.022988021
686710,02,,,07,長泰街,121.499941688,25.022967593
686711,02,,,07,長泰街,121.499977799,25.022998235
686712,02,,,07,長泰街,121.499983817,25.023003341
800352,02,,,,,121.489414718,25.030780293
800510,02,,,,,121.496303862,25.027435836
800816,02,,,,,121.504166530,25.041499297
800769,02,,,,,121.502607402,25.041626764
800353,02,,,,,121.489423701,25.030780229
800511,02,,,,,121.496312641,25.027434111
686868,02,,,07,長泰街,121.500067339,25.023075244
686890,02,,,07,長泰街,121.500031228,25.023044603
686930,02,,,07,長泰街,121.500001544,25.023019038
686932,02,,,07,長泰街,121.500043265,25.023054817
686933,02,,,07,長泰街,121.500037247,25.023049710
686934,02,,,07,長泰街,121.500049283,25.023059923
686936,02,,,07,長泰街,121.500061321,25.023070137
686937,02,,,07,長泰街,121.500055302,25.023065030
686940,19,時段禁停車機車,,07,西園路二段,121.494312237,25.027264336
686941,19,時段禁停車機車,,07,西園路二段,121.494341392,25.027288800
686942,19,時段禁停車機車,,07,西園路二段,121.494348680,25.027294916
686938,07,裝卸貨車,17,07,西園路二段,121.494195178,25.027163811
686931,02,,,07,長泰街,121.500007624,25.023024212
686935,02,,,07,長泰街,121.500013643,25.023029243
686943,19,時段禁停車機車,,07,西園路二段,121.494319525,25.027270452
686944,19,時段禁停車機車,,07,西園路二段,121.494334103,25.027282684
686945,19,時段禁停車機車,,07,西園路二段,121.494326814,25.027276568
686946,19,時段禁停車機車,,07,西園路二段,121.494355969,25.027301033
686995,02,機車,,07,環河快速道路,121.488332904,25.031605737
686996,02,機車,,07,環河快速道路,121.488331934,25.031599388
686997,02,機車,,07,環河快速道路,121.488335813,25.031624784
686998,02,機車,,07,環河快速道路,121.488336783,25.031631132
800354,02,,,,,121.489432684,25.030780166
800512,02,,,,,121.496321420,25.027432385
800817,02,,,,,121.504157580,25.041500002
800770,02,,,,,121.502616350,25.041626052
686999,02,機車,,07,環河快速道路,121.488333874,25.031612086
687000,02,機車,,07,環河快速道路,121.488334843,25.031618435
687001,02,機車,,07,環河快速道路,121.488330964,25.031593039
687002,02,機車,,07,環河快速道路,121.488337753,25.031637481
687003,02,機車,,07,環河快速道路,121.488383680,25.031390247
687004,02,機車,,07,環河快速道路,121.488380415,25.031364890
687005,02,機車,,07,環河快速道路,121.488379637,25.031358520
687006,02,機車,,07,環河快速道路,121.488384458,25.031396617
687008,02,機車,,07,環河快速道路,121.488381146,25.031371232
687009,02,機車,,07,環河快速道路,121.488378859,25.031352149
687010,02,機車,,07,環河快速道路,121.488382903,25.031383876
687011,02,機車,,07,環河快速道路,121.488377685,25.031339349
687012,02,機車,,07,環河快速道路,121.488374983,25.031313937
687013,02,機車,,07,環河快速道路,121.488374347,25.031307554
687014,02,機車,,07,環河快速道路,121.488378321,25.031345732
687015,02,機車,,07,環河快速道路,121.488376412,25.031326581
687016,02,機車,,07,環河快速道路,121.488375574,25.031320292
687017,02,機車,,07,環河快速道路,121.488373711,25.031301170
687018,02,機車,,07,環河快速道路,121.488377049,25.031332965
687019,02,機車,,07,環河快速道路,121.488369633,25.031265841
687020,02,機車,,07,環河快速道路,121.488367095,25.031240416
687021,02,機車,,07,環河快速道路,121.488366501,25.031234029
687022,02,機車,,07,環河快速道路,121.488370228,25.031272228
687023,02,機車,,07,環河快速道路,121.488368443,25.031253067
687024,02,機車,,07,環河快速道路,121.488367645,25.031246773
687025,02,機車,,07,環河快速道路,121.488365906,25.031227641
687026,02,機車,,07,環河快速道路,121.488369038,25.031259453
687032,01,小型車,5,07,環河快速道路,121.488968760,25.033288883
800355,02,,,,,121.489441666,25.030780102
687052,02,機車,,07,環河快速道路,121.488796478,25.032917204
687053,02,機車,,07,環河快速道路,121.488794123,25.032911164
687058,02,機車,,07,環河快速道路,121.488798780,25.032923227
687063,02,機車,,07,環河快速道路,121.488781802,25.032881178
687064,02,機車,,07,環河快速道路,121.488779417,25.032875147
687065,02,機車,,07,環河快速道路,121.488789074,25.032899113
687066,02,機車,,07,環河快速道路,121.488791459,25.032905143
687067,02,機車,,07,環河快速道路,121.488786689,25.032893082
687068,02,機車,,07,環河快速道路,121.488784134,25.032887190
687261,03,小型車,104,07,西藏路,121.500144475,25.029294212
687263,02,,,07,西藏路,121.500197606,25.029296206
687264,02,,,07,西藏路,121.500189390,25.029295875
687265,02,,,07,西藏路,121.500172957,25.029295212
687266,02,,,07,西藏路,121.500181173,25.029295543
687349,01,小型車,,07,大理街160巷20弄,121.494803025,25.033037949
687350,02,,,07,大理街160巷20弄,121.495054684,25.032804726
687351,02,,,07,大理街160巷20弄,121.495056019,25.032811600
687352,02,,,07,大理街160巷20弄,121.495053312,25.032797973
687353,02,,,07,大理街160巷20弄,121.495051962,25.032791101
687354,02,,,07,大理街160巷20弄,121.495050593,25.032784235
687355,02,,,07,大理街160巷20弄,121.495057471,25.032818559
687356,02,,,07,大理街160巷20弄,121.495058806,25.032825433
687357,02,,,07,大理街160巷20弄,121.495061395,25.032838685
687358,02,,,07,大理街160巷20弄,121.495065516,25.032859391
687359,02,,,07,大理街160巷20弄,121.495062729,25.032845559
687360,02,,,07,大理街160巷20弄,121.495060022,25.032831931
687361,02,,,07,大理街160巷20弄,121.495064181,25.032852517
687362,02,,,07,西藏路,121.493667486,25.028528074
687363,02,,,07,西藏路,121.493650241,25.028526065
687365,02,,,07,西藏路,121.493658864,25.028527070
687366,02,,,07,西藏路,121.493641618,25.028525061
687367,02,,,07,西藏路,121.493676109,25.028529079
687620,02,機車,,07,環河南路三段,121.494850542,25.017121918
687621,02,機車,,07,環河南路三段,121.494836395,25.017129562
687622,02,機車,,07,環河南路三段,121.494857615,25.017118096
687623,02,機車,,07,環河南路三段,121.494829321,25.017133384
687624,02,機車,,07,環河南路三段,121.494843468,25.017125740
687625,02,機車,,07,環河南路三段,121.494864625,25.017114284
687626,01,小型車,37,07,環河南路三段,121.491788877,25.022521984
800356,02,,,,,121.489450649,25.030780038
800513,02,,,,,121.496330199,25.027430660
800818,02,,,,,121.504148631,25.041500707
800514,02,,,,,121.496338978,25.027428934
800819,02,,,,,121.504139681,25.041501412
800772,02,,,,,121.502634248,25.041624626
687752,02,,,07,東園街73巷,121.499008773,25.026495458
687755,02,,,07,東園街73巷,121.499052232,25.026488937
687762,02,,,07,東園街73巷,121.499199244,25.026463413
687763,02,,,07,東園街73巷,121.499189510,25.026465099
687764,02,,,07,東園街73巷,121.499179775,25.026466785
687756,02,,,07,東園街73巷,121.499018452,25.026493713
800515,02,,,,,121.496347757,25.027427209
688360,02,,,07,萬大路329巷,121.500609458,25.023914996
688361,02,,,07,萬大路329巷,121.500603476,25.023919148
688362,02,,,07,萬大路329巷,121.500597494,25.023923299
688363,02,,,07,萬大路329巷,121.500591512,25.023927451
688364,02,,,07,萬大路329巷,121.500585530,25.023931603
688365,02,,,07,萬大路329巷,121.500579548,25.023935754
688366,02,,,07,萬大路329巷,121.500573566,25.023939906
688370,02,,,07,雙園街89巷,121.492700109,25.032094934
688371,02,機車,,07,雙園街89巷,121.492688209,25.032081391
688372,02,機車,,07,雙園街89巷,121.492682059,25.032074312
688373,02,,,07,雙園街89巷,121.492693873,25.032087918
688374,02,機車,,07,雙園街89巷,121.492675908,25.032067233
688375,02,機車,,07,雙園街89巷,121.492669905,25.032060503
688376,01,,04,07,雙園街89巷,121.492650878,25.032039581
688377,01,小型車,06,07,雙園街89巷,121.492589624,25.031969493
688378,01,小型車,05,07,雙園街89巷,121.492620722,25.032004635
688403,02,,,07,長泰街,121.500079273,25.023085362
688404,02,,,07,長泰街,121.500073254,25.023080255
688405,02,,,07,長泰街,121.500085291,25.023090469
688406,02,,,07,長泰街,121.500103347,25.023105790
688407,02,,,07,長泰街,121.500097328,25.023100683
688408,02,,,07,長泰街,121.500091310,25.023095576
822115,03,,65,,,121.507483912,25.024527110
792027,02,,,,,121.488548654,25.031016111
688571,02,,,07,東園街73巷,121.499275194,25.026450371
688572,02,,,07,東園街73巷,121.499265460,25.026452057
688903,02,,,07,萬大路90巷,121.499350922,25.030248534
688904,02,,,07,萬大路90巷,121.499311308,25.030247339
688905,02,,,07,萬大路90巷,121.499341019,25.030248235
688906,02,,,07,萬大路90巷,121.499370730,25.030249132
688907,02,,,07,萬大路90巷,121.499331115,25.030247937
688908,02,,,07,萬大路90巷,121.499321211,25.030247638
688909,02,,,07,萬大路90巷,121.499360826,25.030248833
688910,02,機車,,07,萬大路90巷,121.499301501,25.030247062
820108,02,,,,,121.511785135,25.024151480
800516,02,,,,,121.496356536,25.027425483
820109,02,,,,,121.511793763,25.024149215
689428,01,,36,07,西藏路125巷,121.503303800,25.026420037
689429,02,,,07,西藏路125巷,121.503312888,25.026395917
689430,02,,,07,西藏路125巷,121.503329732,25.026350136
689431,02,,,07,西藏路125巷,121.503326925,25.026357766
689432,02,,,07,西藏路125巷,121.503318503,25.026380656
689433,02,,,07,西藏路125巷,121.503321310,25.026373026
689434,02,,,07,西藏路125巷,121.503315696,25.026388286
689435,02,,,07,西藏路125巷,121.503332540,25.026342505
689436,02,,,07,西藏路125巷,121.503324118,25.026365396
689440,01,,41,07,西藏路125巷,121.503206552,25.026680175
689437,01,,39,07,西藏路125巷,121.503250267,25.026558558
689426,02,,,07,寶興街,121.495554878,25.023004378
689427,02,,,07,寶興街,121.495557077,25.022997296
689438,01,,38,07,西藏路125巷,121.503266383,25.026515872
689439,01,,37,07,西藏路125巷,121.503282500,25.026473186
689442,02,,,07,西藏路125巷,121.503238493,25.026597433
689443,02,,,07,西藏路125巷,121.503232879,25.026612694
689444,02,,,07,西藏路125巷,121.503235686,25.026605063
689445,02,,,07,西藏路125巷,121.503241301,25.026589803
689446,02,機車,,07,國興路,121.507892816,25.024661276
689447,02,機車,,07,國興路,121.507863777,25.024691214
689448,02,機車,,07,國興路,121.507869585,25.024685226
689449,02,機車,,07,國興路,121.507881200,25.024673251
689450,02,機車,,07,國興路,121.507887008,25.024667263
689451,02,機車,,07,國興路,121.507875392,25.024679238
689441,01,,40,07,西藏路125巷,121.503222822,25.026637537
689454,02,機車,,07,大理街160巷26弄,121.493835988,25.031919118
689455,02,機車,,07,大理街160巷26弄,121.493829055,25.031920211
689456,02,機車,,07,大理街160巷26弄,121.493822122,25.031921305
689457,02,機車,,07,大理街160巷26弄,121.493815190,25.031922398
689458,02,機車,,07,大理街160巷26弄,121.493808258,25.031923492
689583,02,機車,,07,長順街60巷,121.488540987,25.030926695
689584,02,機車,,07,長順街60巷,121.488540011,25.030910680
689585,02,機車,,07,長順街60巷,121.488540500,25.030918687
689579,02,機車,,07,長順街60巷,121.488550649,25.031032483
689581,02,機車,,07,長順街60巷,121.488551717,25.031040528
689582,02,機車,,07,長順街60巷,121.488549420,25.031024314
689826,01,小型車,2,07,長順街46巷,121.488793199,25.030788699
689829,04,,,07,長順街46巷,121.488932126,25.030786659
689827,01,小型車,1,07,長順街46巷,121.488871177,25.030787691
800517,02,,,,,121.496365315,25.027423758
820110,02,,,,,121.511802392,25.024146950
588636,01,小型車,64,07,中華路二段,121.511823367,25.024141127
690339,02,,,07,西藏路125巷,121.502378976,25.029176130
690340,02,,,07,西藏路125巷,121.502377174,25.029185007
690341,02,,,07,西藏路125巷,121.502383421,25.029158282
690342,02,,,07,西藏路125巷,121.502381617,25.029167160
690343,02,,,07,西藏路125巷,121.502387364,25.029140894
690344,02,,,07,西藏路125巷,121.502385561,25.029149772
690345,02,,,07,西藏路125巷,121.502388746,25.029131975
690346,02,,,07,西藏路125巷,121.502390450,25.029123082
690347,02,,,07,西藏路125巷,121.502393694,25.029106112
690348,02,,,07,西藏路125巷,121.502391990,25.029115006
690349,02,,,07,西藏路125巷,121.502397444,25.029088688
690350,02,,,07,西藏路125巷,121.502395740,25.029097582
690351,02,,,07,西藏路125巷,121.502404519,25.029053036
690352,02,,,07,西藏路125巷,121.502402815,25.029061930
690353,02,,,07,西藏路125巷,121.502408268,25.029035612
690354,02,,,07,西藏路125巷,121.502398571,25.029079817
690355,02,,,07,西藏路125巷,121.502400275,25.029070923
690356,02,,,07,西藏路125巷,121.502406564,25.029044506
690357,02,,,07,西藏路125巷,121.502409234,25.029026464
690358,02,,,07,大理街,121.494722540,25.033852253
690362,02,機車,,07,大理街,121.494745759,25.033855701
690363,02,機車,,07,大理街,121.494739807,25.033854945
690364,02,機車,,07,大理街,121.494775452,25.033859666
